Name_of_Saint,Memorial,gender,birth_year,place_of_birth,country,death_year,death_place,death_country,vocation,veneration_year,Venerated_by,beatified_year,beatified_by,canonized_year,canonized_by
Blessed John Hewett,5 October,male,,England,,1588,,England,priest,1929,pope-pius-xi,1929,pope-pius-xi,,
Saint Frithbert of Hexham,23 December,male,,,,,,,priest,,,,,,
Saint Ia,3 February,female,,Irish,,450,,England,nun,,,,,,
Saint Hesychius of Alexandria,26 November,male,, ,Egyptian,311,,Egypt,priest,,,,,,
Saint Hesychius of Antioch,29 May,male,, ,,303,,drowned,laity,,,,,,
Saint Hesychius of Mytilene,7 November,unknown,,Armenia,,300,,Greece,laity,,,,,,
Saint Hesychius the Martyr,2 September,unknown,,,,,,,laity,,,,,,
Saint Hesychius of Durostorum,15 June,unknown,,,,304,,Bulgaria,laity,,,,,,
Blessed Hesso of Beinwil,27 December,male,,  ,,1133,,,laity,,,,,,
Saint Hesychius,3 October,male,,,,380,,Palestine,laity,,,,,,
Saint John the Silent,7 December,male,454,             ,Armenia,558,,Jerusalem,priest,,,,,,
Saint Hesychius,7 July,unknown,,Italian,,117,,chains,laity,,,,,,
Saint Mary Elizabeth Hesselblad,24 April,female,1870,       ,Sweden,1957,,Italy,priest,1999,pope-saint-john-paul-ii,2000,pope-saint-john-paul-ii,2005,pope-francis
Saint Exsuperius of Pamphylia,2 May,unknown,,  ,,127,,burned to death,laity,,,,,,
Saint Hesychius of Gibraltar,15 May,unknown,, ,,,,,laity,,,,,,
Saint Herveus of Tours,16 April,male,, ,France,1021,,,laity,,,,,,
Saint Herundo of Rome,23 July,unknown,,Rome,Italy,580,,,laity,,,,,,
Saint Heros of Satala,24 June,male,, ,,311,,exile,laity,,,,,,
Saint Heron of Alexandria,14 December,unknown,,  ,,250,,Egypt,laity,,,,,,
Blessed Herveus,18 July,unknown,,,,1130,,,laity,,,,,,
Saint Heron of Antioch,17 October,male,,,,136,,,priest,,,,,,
Saint Hernan,15 September,male,,,,,,,laity,,,,,,
Saint Hermylus,13 January,male,,   ,,315,,drowned,laity,,,,,,
Saint Jerome Hermosilla,1 November,male,1800,  ,Spain,1861,,Vietnam,priest,1905,pope-saint-pius-x,1906,pope-saint-pius-x,1988,pope-saint-john-paul-ii
Saint Hermogius of Tuy,26 June,male,, ,Spain,942,,,priest,,,,,,
Saint Hermolaus of Nicomedia,27 July,male,,,,305,,,priest,,,,,,
Saint Hermogenes,12 December,unknown,,  ,,,forced into a swamp to die of cold and exhaustion,exhaustion,laity,,,,,,
Saint Hermogenes of Alexandria,10 December,unknown,,,,312,,Egypt,laity,,,,,,
Saint Hermogenes of Syracuse,25 April,unknown,,  ,,,"at Syracuse, Sicily",Sicily,laity,,,,,,
Saint Hermogenes of Melitene,18 April,unknown,,,Armenian,,,,laity,,,,,,
Saint Hermocrates,27 July,unknown,,,,305,,,laity,,,,,,
Blessed William of Maleval,10 February,male,,                   ,French,1157,,,laity,,,1202,pope-innocent-iii,,
Blessed John of Ghent,29 September,male,,,,1439,,,laity,,,,,,
Saint Mark the Ascetic,5 March,male,,,,,,,laity,,,,,,
Saint Herodion of Patras,8 April,male,,,,,,,priest,,,,,,
Saint James the Hermit,28 January,male,,,,,,,laity,,,,,,
Saint Victor the Hermit,26 February,male,,     ,France,,,France,priest,,,,,,
Saint Benedict of Campagna,23 March,male,, ,,550,,,laity,,,,,,
Saint Barrog the Hermit,27 September,male,,,,,,,laity,,,,,,
Saint Abban the Hermit,13 May,male,,  ,Ireland,520,,,laity,,,,,,
Saint Abraham the Poor,27 October,male,,      ,Egypt,372,,,laity,,,,,,
Saint Hermippus,27 July,unknown,,,,305,,,laity,,,,,,
Saint Hermias of Comana,31 May,unknown,,    ,,170,,,laity,,,,,,
Saint Hermione,4 September,unknown,,,,117,,Ephesus,laity,,,,,,
Saint Hermes of Heraclea,22 October,unknown,,  ,,304,,burned at the stake,laity,,,,,,
Saint Hermes of Rome,28 August,male,,      ,,125,,Italy,laity,,,,,,
Saint Hermes of Numidia,1 March,unknown,,,,290,,,laity,,,,,,
Saint Erbin of Cornwall,13 January,male,,  ,,,,,laity,,,,,,
Saint Hermengild,13 April,male,,                      ,,585,,axed to death,priest,,,,,1585,
Saint Hermes the Exorcist,31 December,unknown,,   ,,270,,,priest,,,,,,
Saint Hermengaudius of Urgell,3 November,male,,,,,,,priest,,,,,,
Saint Hermas of Myra,4 November,unknown,,,,,"in Lycia, Asia Minor",Asia Minor,priest,,,,,,
Saint Hermas of Rome,18 August,unknown,,,,,"dragged by the heels over rough ground until he died in Rome, Italy",Italy,laity,,,,,,
Saint Hermas of Rome,9 May,male,,   ,,,,,priest,,,,,,
Blessed Herman of Scheda,23 December,male,,Cologne,Germany,1200,,,laity,,,,,,
Blessed Herman of Zahringen,25 March,male,,,,1074,,,laity,,,,,,
Blessed Herman the Cripple,25 September,male,1013,           ,Germany,1054,,Germany,laity,,,1863,pope-pius-ix,,
Blessed Herman Joseph,7 April,male,1150,              ,Germany,1241,,Germany,priest,,,1958,pope-venerable-pius-xii,,
Saint Hermagorus of Aquileia,12 July,male,,        ,,66,,beheaded,priest,,,,,,
Saint Heribert of Cologne,16 March,male,970,             ,Germany,1021,,Germany,laity,,,,,1075,pope-saint-gregory-vii
Saint Herlindis,12 October,female,,,,745,,,nun,,,,,,
Blessed Herluin,26 August,male,,France,,1078,,,laity,,,,,,
Saint Heribaldus of Auxerre,25 April,male,, ,,857,,,priest,,,,,,
Saint Herenia of North Africa,8 March,unknown,, ,,,,,laity,,,,,,
Saint Hereswitha,3 September,female,,    ,England,690,,,nun,,,,,,
Saint Herebald of Bretagne,11 June,unknown,,,,,,,laity,,,,,,
Saint Herena the Martyr,25 February,unknown,, ,,,,,laity,,,,,,
Saint Hermenland,25 March,male,, ,France,720,,,priest,,,,,,
Saint Herculanus of Brescia,12 August,male,, ,,550,,Italy,priest,,,,,,
Saint Herculanus of Perugia,7 November,male,,          ,,549,,soldiers,priest,,,,,,
Saint Herculanus the Soldier,25 September,unknown,,,,,,,laity,,,,,,
Saint Herculanus of Porto Romano,5 September,unknown,, ,,180,,Italy,laity,,,,,,
Saint Herbert Hoscam,20 August,male,,   ,Italy,1180,,Italy,laity,,,,,,
Saint Martin of Vertou,24 October,male,527,France,,601,,France,laity,,,,,,
Saint Erasmus of Formiae,2 June,male,,                                      ,,303,,Italy,priest,,,,,,
Saint Heraclius of Carthage,11 March,unknown,,African,,263,,Carthage,laity,,,,,,
Saint Irais,22 September,unknown,,Egyptian,,300,,beheaded,laity,,,,,,
Saint Heradius of Noyon,17 May,unknown,,,,303,,Switzerland,laity,,,,,,
Saint Heraclius the Martyr,22 October,male,,,,,beheaded,beheaded,laity,,,,,,
Saint Heraclius of Porto Romano,2 March,unknown,,,,305,,Italy,laity,,,,,,
Saint Heraclius of Todi,26 May,unknown,,,,303,,relics,laity,,,,,,
Saint Heraclius of Sens,8 June,male,, ,,515,,,priest,,,,,,
Saint Heracleas of Thrace,29 September,unknown,,,,,,,laity,,,,,,
Saint Heraclas of Alexandria,4 December,male,,Egyptian,,247,,,laity,,,,,,
Saint Heraclides of Alexandria,28 June,unknown,,  ,,206,,Egypt,laity,,,,,,
Saint Hermenegild,5 November,male,,Spanish,,953,,,laity,,,,,,
Saint Theopemptus of Nicomedia,3 January,male,,    ,,284,,,priest,,,,,,
Blessed Henry Zdick,25 June,male,,,,1150,,,priest,,,,,,
Blessed Henryk Kaczorowski,6 May,male,1888,  ,Poland,1942,,Germany,priest,1999,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii,,
Blessed Henry Suso,25 January,male,1295,                    ,Germany,1366,,Germany,laity,,,1831,pope-gregory-xvi,,
Blessed Henry of Zweifalten,4 November,male,,,,1250,,,laity,,,,,,
Blessed Henry of Treviso,10 June,male,1250,   ,Italy,1315,,Italy,laity,,,1750,pope-benedict-xiv,,
Blessed Henry of Cologne,23 October,male,,,,1225,,,priest,,,,,,
Saint Henry of Gheest,4 April,male,,,,1190,,,laity,,,1599,,,
Saint Henry of Coquet,16 January,male,,   ,Denmark,1127,,England,laity,,,,,,
Saint Eric of Sweden,18 May,male,,               ,,1161,,Mass,laity,,,,,,
Saint Henry Morse,1 February,male,1549,           ,England,1645,,England,priest,1929,pope-pius-xi,1929,pope-pius-xi,1970,pope-saint-paul-vi
Saint Enric de Osso y Cervello,27 January,male,1840,        ,Spain,1896,,stroke,laity,1976,pope-paul-vi,1979,pope-saint-john-paul-ii,1993,pope-saint-john-paul-ii
Blessed Henry Abbot,4 July,male,,  ,England,1597,,England,priest,1929,pope-pius-xi,1929,pope-pius-xi,,
Blessed Henry the Hagiographer,24 June,male,,France,,880,,,laity,,,,,,
Saint Henry II,Bavaria,male,972,                                   ,Germany,1024,,Germany,priest,,,,,1146,
Blessed Henry of Albano,4 July,male,,French,,1188,,France,priest,,,,,,
Saint Domingo Henares de Zafra Cubero,25 June,male,1765,     ,Spain,1838,,Vietnam,priest,1899,pope-leo-xiii,1900,pope-leo-xiii,1988,pope-saint-john-paul-ii
Saint Gemma Galgani,11 April,female,1878,                                          ,Italy,1903,,tuberculosis,nun,1931,pope-pius-xi,1933,pope-pius-xi,1940,pope-venerable-pius-xii
Saint Emeterius of Calahorra,3 March,unknown,,          ,Spanish,,,Spain,laity,,,,,,
Blessed Helwisa,11 February,female,,,,1060,,,laity,,,,,,
Saint Ivo of Kermartin,19 May,male,1253,                                 ,Brittany,1303,,Ascension,laity,,,,,1347,pope-clement-vi
Saint Helladius of Toledo,18 February,male,,   ,Spain,632,,,laity,,,,,,
Saint Henedina of Sardinia,14 May,unknown,,  ,,130,,Italy,laity,,,,,,
Saint Helladius of Auxerre,8 May,male,,,,387,,,priest,,,,,,
Saint Helladius of Rome,28 May,unknown,,,,244,,Italy,laity,,,,,,
Saint Helladius,8 January,male,,   ,African,,burned to death in a furnace in Libya,burned to death,laity,,,,,,
Blessed Gonçalo Henriques,15 July,unknown,, ,Portugal,1570,,Canary Islands,laity,,,1854,pope-pius-ix,,
Saint Apollo of Heliopolis,25 January,male,, ,Egypt,395,,,laity,,,,,,
Saint Heliodorus of Antioch,28 September,unknown,,,,303,,Antioch,laity,,,,,,
Saint Heliodorus of Pamphylia,21 November,unknown,,,,270,,,laity,,,,,,
Saint Heliodorus of Persia,20 August,unknown,,Persia,,362,,,laity,,,,,,
Saint Heliodorus of Altinum,3 July,male,332,  ,Dalmatia,390,,Italy,priest,,,,,,
Blessed Edward Bamber,7 August,male,,  ,England,1646,,England,priest,1986,pope-saint-john-paul-ii,1987,pope-saint-john-paul-ii,,
Saint Heliodorus,6 May,unknown,,,,,,,laity,,,,,,
Blessed Helinand of Pronleroy,3 February,male,1160,diocese,France,1237,,,laity,,,,,,
Saint Heliodorus the Martyr,6 March,unknown,,,,,,,laity,,,,,,
Saint Henry Walpole,7 April,male,1558,             ,England,1595,,England,laity,1929,pope-pius-xi,1929,pope-pius-xi,1970,pope-saint-paul-vi
Saint Helimenas,22 April,unknown,,,,250,,Babylon,priest,,,,,,
Saint Heliconis of Thessalonica,28 May,unknown,,  ,,250,,Greece,laity,,,,,,
Saint Hélier of Jersey,16 July,male,,  ,Belgium,,Jersey,Jersey,laity,,,,,,
Saint Helena of Constantinople,18 August,female,248,                                                                     ,Asia Minor,328,,,laity,,,,,,
Saint Olga of Kiev,11 July,female,879,          ,Russia,969,,Ukraine,laity,,,,,,
Saint Joachim,26 July,female,,                                 ,,1889,,Jerusalem,priest,,,,,,
Saint Helen of Skofde,31 July,female,,       ,Sweden,1160,,,laity,,,,,1164,pope-alexander-iii
Blessed Helen Enselmini,4 November,female,,Padua,Italy,1242,,,nun,,,1695,pope-innocent-xii,,
Blessed Elena Guerra,11 April,female,1835,     ,Italy,1914,,Italy,nun,1953,pope-pius-xii,1959,pope-saint-john-xxiii,,
Blessed Helen of Hungary,9 November,female,, ,,1270,,,nun,,,,,,
Blessed Helen del Cavalcanti,23 April,female,, ,Italy,1458,,,laity,,,1848,pope-blessed-pius-ix,,
Blessed Helen Duglioli,23 September,female,1472,Bologna,Italy,1520,,,laity,,,1828,pope-leo-xii,,
Saint Helen of Burgos,13 August,female,,,,304,,Spain,nun,,,,,,
Saint Heldrad of Novalese,13 March,male,,       ,France,842,,Novalesa Abbey,laity,,,1904,pope-saint-pius-x,,
Saint Helen of Oehren,20 June,female,,,,750,,,nun,,,,,,
Saint Helen of Auxerre,22 May,female,,,,415,,France,laity,,,,,,
Saint Helanus,7 October,male,,,Irish,,,,priest,,,,,,
Blessed Helen of Poland,11 June,female,1235,   ,Hungary,1298,,Poland,nun,,,1827,pope-leo-xii,,
Blessed Henry the Shoemaker,9 June,male,,Luxembourg,,1666,,,laity,,,,,,
Blessed Conrad of Heisterbach,25 November,male,,,,1200,,Germany,laity,,,,,,
Blessed Jutta of Heiligenthal,29 November,female,, ,,1250,,,nun,,,,,,
Saint Heimrad,28 June,male,,Baden,Germany,1019,,,priest,,,,,,
Saint Henry of Uppsala,Finland,male,,                 ,English,1156,,Finland,priest,,,,,1158,pope-adrian-iv
Blessed Herman of Heidelberg,3 September,male,,,,1326,,,laity,,,,,,
Blessed Otto of Heidelberg,28 December,male,,  ,,1344,,,priest,,,,,,
Saint Hegesippus of Jerusalem,7 April,male,,        ,Jerusalem,180,,Jerusalem,laity,,,,,,
"Saint Hedwig, Queen of Poland",17 July,female,1374,           ,Hungary,1399,,child birth,laity,,,1996,pope-saint-john-paul-ii,1950,pope-saint-john-paul-ii
Saint Hedwig of Andechs,16 October,female,1174,                                       ,Germany,1243,,Poland,laity,,,,,1267,pope-clement-iv
Saint Hedda the Abbot,9 April,male,,  ,,869,,England,laity,,,,,,
Saint Benito de Jesus,9 October,male,1910,,Argentina,1934,,Spain,laity,1989,pope-saint-john-paul-ii,1990,pope-saint-john-paul-ii,1999,pope-saint-john-paul-ii
Saint Hedda of Wessex,7 July,male,,England,,705,,,priest,,,,,,
Saint Edburga of Thanet,12 December,female,,    ,English,751,,abbey,nun,,,,,,
Saint Hatebrand,30 July,male,,Frisia,Netherlands,1198,,,laity,,,,,,
Blessed Hatto of Ottobeuren,4 July,male,,Swabia,Germany,985,,,laity,,,,,,
Saint Haruch of Werden,15 July,male,,,,830,,,priest,,,,,,
Saint Hervé,17 June,male,,           ,Wales,575,,,laity,,,,,,
Saint Trudo of Hesbaye,23 November,male,,          ,Brabant,695,,,laity,,,,,,
Blessed Hartwig of Salzburg,14 June,male,,,,1023,,,laity,,,,,,
Blessed George Haydock,12 February,male,1557,         ,England,1584,,England,priest,1986,pope-saint-john-paul-ii,1987,pope-saint-john-paul-ii,,
Venerable Anastasius Hartmann,24 February,male,1803,,Switzerland,1866,,cholera,priest,1998,pope-saint-john-paul-ii,,,,
Blessed William Hart,15 March,male,1558,          ,England,1583,,England,laity,,,1886,pope-leo-xiii,,
Blessed Hartmann of Brixen,23 December,male,1090, ,Germany,1164,,,priest,,,1784,pope-pius-vi,,
Saint Abraham of Harran,14 February,male,, ,,422,,Constantinople,priest,,,,,,
Blessed William Harrington,18 February,male,,     ,England,1594,,England,priest,1929,pope-pius-xi,1929,pope-pius-xi,,
Saint Harlindis of Arland,22 March,female,,,,745,,,nun,,,,,,
Saint Herulph of Langres,13 August,male,,,,785,,,priest,,,,,,
Saint Hardulph,21 August,male,,,,,,,laity,,,,,,
Saint Gaspare Bufalo,2 January,male,1786,            ,Italy,1837,,cholera,priest,1891,pope-leo-xiii,1904,pope-saint-pius-x,1954,pope-venerable-pius-xii
Saint Hardoin of Brittany,29 November,male,,,,650,,,priest,,,,,,
Saint Libentius of Hamburg,4 January,male,,Swabia,Germany,1013,,Germany,laity,,,,,,
Blessed Thomas Holland,22 December,male,1600,   ,England,1642,,England,priest,1929,pope-pius-xi,1929,pope-pius-xi,,
Saint Adalsindis of Hamay,25 December,female,, ,,715,,,nun,,,,,,
Saint Thorfinn,8 January,male,,  ,Norway,1285,,Belgium,priest,,,,,,
Saint Emmeramus of Regensburg,22 September,male,,         ,France,690,,killed,priest,,,,,,
Saint Hallvard of Oslo,15 May,female,1020,             ,,1043,,Norway,laity,,,,,,
Blessed Albert of Haigerloch,26 November,male,1239,  ,Germany,1311,,Germany,priest,,,,,,
Saint John the Georgian,12 July,male,,Georgia,,1002,,,laity,,,,,,
Haggai the Prophet,16 December,male,,      ,,,,,laity,,,,,,
Saint Hadulph,5 June,male,,,,754,,Netherlands,laity,,,,,,
Blessed John Haile,4 May,unknown,,   ,,1535,,England,priest,,,1886,pope-leo-xiii,,
Saint Haduin of Le Mans,20 August,male,,,,662,,,priest,,,,,,
Saint Hermes of Moesia,30 December,unknown,, ,,300,,,laity,,,,,,
Saint Ia,3 February,female,,Irish,,450,,England,nun,,,,,,
Saint Louis Ibaraki,6 February,male,1585,Japan,,1597,,Japan,laity,,,1627,pope-urban-viii,1862,pope-blessed-pius-ix
Saint Paul Ibaraki,6 February,male,,Japan,,1597,,Japan,laity,,,1627,pope-urban-viii,1862,pope-blessed-pius-ix
Saint John the Georgian,12 July,male,,Georgia,,1002,,,laity,,,,,,
Blessed Ida of Hohenfels,24 February,female,,,,1195,,,nun,,,,,,
Blessed Ida of Louvain,13 April,female,,France,,1290,,,nun,,,,,,
Saint Ida of Herzfeld,4 September,female,,       ,,813,,,laity,,,,,980,pope-benedict-vii
Blessed Ida of Argensolles,13 January,female,,,,1226,,,nun,,,,,,
Saint Ida of Boulogne,13 April,female,1040,France,,1113,,,laity,,,,,,
Saint Ibar of Meath,23 April,male,,      ,Ireland,500,,,priest,,,,,,
Saint Josaphat,27 November,male,,      ,,,,,laity,,,,,,
Saint Jarlath of Tuam,6 June,male,445,       ,Ireland,540,,,priest,,,,,,
Saint James the Greater,25 July,male,,                                                                                                                                                  ,,44,,Jerusalem,laity,,,,,,
Blessed Jacopone da Todi,25 December,male,1230,          ,Italy,1306,,Mass,laity,,,,,,
Saint Ia of Persia,4 August,female,, ,Greek,360,,Persia,laity,,,,,,
Saint Ignatius of Laconi,11 May,male,1701,           ,Italy,1781,,Italy,laity,1869,pope-blessed-pius-ix,1940,pope-venerable-pius-xii,1951,pope-venerable-pius-xii
Saint Iwi,6 October,male,,    ,England,704,,,laity,,,,,,
Blessed Cyprian Michael Iwene Tansi,20 January,male,1903,       ,Nigeria,1964,,England,priest,1995,pope-saint-john-paul-ii,1998,pope-saint-john-paul-ii,,
Blessed Ivo of Chartres,23 December,male,1040,        ,France,1115,,,priest,,,1570,pope-benedict-xiv,,
Saint Ivo of Kermartin,19 May,male,1253,                                 ,Brittany,1303,,Ascension,laity,,,,,1347,pope-clement-vi
Blessed Ivetta of Huy,13 January,female,1158,       ,Belgium,1228,,Belgium,laity,,,,,,
Saint Ivo of Huntingdonshire,24 April,male,,   ,,,"Huntingdonshire, England of natural causes",England,priest,,,,,,
Blessed Ioannes Iwanaga,27 November,unknown,1555, ,Japan,1619,,Japan,laity,1866,pope-pius-ix,1867,pope-pius-ix,,
Saint Joseph of Volokolamsk,9 September,male,1440,Lithuania,,1515,,Russia,laity,,,,,1578,pope-gregory-xiii
Blessed Ivan Ziatyk,17 May,male,1899,     ,Poland,1952,,Russia,priest,2001,pope-saint-john-paul-ii,2001,pope-saint-john-paul-ii,,
Blessed Ivan Merz,10 May,male,1896,       ,,1928,,Croatia,laity,,,2003,pope-saint-john-paul-ii,,
Saint Ivan the Hermit,24 June,male,,Bohemian,,,of natural causes,of natural causes,laity,,,,,,
Saint Adelaide of Burgundy,Italy,female,931,                                    ,France,,,,nun,,,,,1097,pope-urban-ii
Saint Ithamar of Rochester,10 June,male,,  ,England,656,,,priest,,,,,,
Saint Ita of Killeedy,15 January,female,,       ,Ireland,570,,,laity,,,,,,
Saint Geruntius of Italica,25 August,male,,,,100,,prison,priest,,,,,,
Saint Rémi Isoré,19 June,male,1852,    ,France,1900,,altar,priest,1955,pope-pius-xii,1955,pope-venerable-pius-xii,2000,pope-saint-john-paul-ii
Saint Ismael of Chalcedon,17 June,unknown,, ,Persian,362,,beheaded,laity,,,,,,
Saint Isidore the Egyptian,15 January,unknown,, ,Egyptian,404,,,priest,,,,,,
Saint Ismael of Menevia,16 June,male,,,,,,,priest,,,,,,
Blessed Isnard de Chiampo,19 March,male,,   ,Italy,1244,,,priest,,,1919,pope-benedict-xv,,
Saint Isidore of Pelusium,4 February,male,375,   ,Egypt,450,,,priest,,,,,,
Saint Maughold,27 April,male,,           ,,488,,,priest,,,,,,
Saint Isserninus of Ireland,6 December,male,,,,,,,priest,,,,,,
Saint Israel of Limoges,6 November,male,950,    ,France,1014,,,priest,,,,,,
Saint Isidore of Nitria,2 January,male,,,,,,,priest,,,,,,
Saint Isidore of Antioch,2 January,male,,   ,,,,,priest,,,,,,
Saint Isidore of Chios,14 May,unknown,,          ,Egypt,251,,Greece,laity,,,,,,
Blessed Isidore of Saint Joseph,6 October,male,1881,    ,Belgium,1916,,Belgium,laity,1982,pope-saint-john-paul-ii,1984,pope-saint-john-paul-ii,,
Saint Isidore the Farmer,15 May,male,1070,                                                                                                   ,Spain,1130,,Spain,laity,,,1619,pope-paul-v,1622,pope-gregory-xv
Blessed Isidore Bakanja,15 August,male,1887,   ,Congo,1909,,Congo,priest,1993,pope-saint-john-paul-ii,1994,pope-saint-john-paul-ii,,
Saint Isidore of Besançon,4 August,male,,,,,,,laity,,,,,,
Saint Isidora of Egypt,1 May,female,,      ,,365,,,nun,,,,,,
Saint William of Eskilsoe,6 April,male,1125,             ,France,1203,,Denmark,priest,,,,,1224,pope-honorius-iii
